word,definition,pronunciation
Xenogeneic,"Of a disease, derived from an individual of a different species",senojeneik
Enfilade,Series arranged as if threaded on a string,enfilate
Gambeson,Ancient leather or quilted coat worn as armour,kambeson
Resorb,To absorb back; to reabsorb,resorb
Mouldwarp,Mole,moultwarp
Surah,Soft twilled silk or rayon,sura
Imago,Idealized mental image of a person,imako
Buhl,Inlaying of precious material onto furniture,bul
Audism,Belief that people who can hear are superior to people who are deaf,autism
Regolith,Layer of loose rock overlaying solid rock,rekolith
Xerostomia,Excessive dryness of the mouth,serostomia
Snell,Quick; keen; sharp,snel
Mentonniere,"Armour covering the chin, neck, and lower part of the face",mentoniere
Outrigger,Spar extended from side of ship to help secure mast,outrijer
Kinetheodolite,Theodolite used in tracking missiles and satellites,kinetheotolite
Worricow,Scarecrow; hobgoblin; frightening-looking person,woriko
Nephology,Study of clouds,nefoloj
Megaprosopous,Having a large face,mekaprosopous
Telespectroscope,Instrument for analysing radiation omitted by distant bodies,telespektroskope
Gargarize,To gargle,karkarise
Malaxage,Softening of clay by kneading it,malaksaje
Isoflor,Line connecting points of equal number of plant species,isoflor
Lentiginose,Minutely dotted; freckled,lentijinose
Encolpion,Reliquary; cross worn on the breast,enkolpion
Matinal,"Of, like or pertaining to the morning",matinal
Vug,Small cavity in a rock,fuk
Wame,The womb or belly; a protuberant hollow part,wame
Uvid,Moist; wet,ufit
Rotocracy,Government by those who control rotten boroughs,rotokras
Accipitral,Like a bird of prey; rapacious,aksipitral
Futurology,Study of future,futuroloj
Ganosis,Reduction in shininess of marble,kanosis
Optogram,Image fixed on the retina,optokram
Furciferous,Bearing a forked appendage; rascally,fursiferous
Deltoid,Shaped like a delta or triangle,teltoit
Torrefy,To scorch or parch; to dry or roast with heat,toref
Quilombo,Remote settlement where fugitive slaves hide,kuilombo
Notaphily,Collecting of bank-notes and cheques,notafil
Diotic,Affecting both ears,xiotik
Resistentialism,Humorous theory that inanimate objects display malice towards humans,resistenxialism
Leprology,Study of leprosy,leproloj
Virginal,Small keyed instrument like a harpsichord,firjinal
Nivial,Growing among snow,nifial
Nectariferous,Producing nectar,nektariferous
Moton,Armour for the armpit,moton
Homarine,"Of, like or pertaining to lobsters",homarine
Issuant,"Issuing from; in heraldry, emerging from the bottom of a chief",isuant
Unwithdrawing,Liberal; lavish,unwithtrawink
Essoin,Giving of an excuse for not appearing in court,esoin
Hyalopterous,Having glassy or transparent wings,hyalopterous
Jenneting,Early type of apple,jenetink
Migraineur,One who suffers from migraines,mikraineur
Pudor,Sense of shame,putor
Qanat,Underground tunnel for carrying irrigation water,kanat
Mitriform,Mitre-shaped,mitriform
Infuscate,Clouded or tinged with brown; obscured; cloudy brown colour,infuskate
Fidicinal,"Of, like or pertaining to stringed musical instruments",fitisinal
Treillage,Trellis-work; a trellis,treilaje
Venostasis,Reduction in flow of blood to a part of the body,fenostasis
Radiogenic,Produced by radioactive disintegration,raxiojenik
Situative,Indicating comparison of two things,situatife
Bargemaster,Owner of a barge,barjemaster
Eschatology,Study of death or final matters; a doctrine of the afterlife,eskhatoloj
Querimonious,Full of complaints,kuerimonious
Filatory,Machine for forming or spinning threads,filator
Libertinage,Debauchery,libertinaje
Decrement,A gradual decrease in quantity or quality,tekrement
Wort,Any herb or vegetable,wort
Flageolet,Small flute or recorder with two thumb holes,flajeolet
Protogenist,Inventor,protojenist
Pantography,Complete or general description of something,pantokraf
Zoophysics,Physics of animal bodies,sofsiks
Germicide,Substance that kills germs,jermisite
Uranoscopy,Star-watching,uranoskop
Kermis,Indoor charity fair,kermis
Normalism,State of being normal,normalism
Paltock,Short coat or doublet worn under armour,paltok
Deism,Belief in God but rejection of religion,teism
Chronopher,Electrical instrument for transmitting time signals,shronofer
Phototaxis,Growth or movement determined by light,fototaksis
Cachet,A seal of approval; a mark of prestige,kakshet
Gallophile,One who loves France or the French,kalofile
Byssiferous,Having tufts or threads,bsiferous
Juratory,"Of, like or pertaining to an oath",jurator
Kalimba,African musical instrument made of metal strips along a hollow wooden tube,kalimba
Keraunoscopia,Divination using thunder,keraunoskopia
Polarchy,Government by many people; polyarchy,polarksh
Pyritiferous,Bearing pyrite,pritiferous
Boustrophedon,Writing alternating left-right then right-left,boustrofeton
Jow,To ring a bell; a stroke of a bell,jo
Kemp,"Coarse, rough strand of wool",kemp
Neritic,Belonging to the shallow waters near land,neritik
Depayse,Out of one's element or natural environment,tepase
Diastomatic,Moving through the pores,xiastomatik
Vint,To make or sell wine,fint
Nobiliary,"Of, like or pertaining to nobility",nobiliar
Trieteric,Occurring in alternate years,trieterik
Roric,Dewy,rorik
Boursocrat,Stock exchange official,boursokrat
Raddle,Red ochre used to make marks,ratle
Distaff,"Of, like or pertaining to the female branch of a family or women's work",tistaf
Nithing,Infamous person; abject coward; traitor,nithink
Corviform,Shaped like a crow,korfiform
Cabas,Woman's work basket or handbag,kabas
Nitrometer,Instrument for measuring nitrogen and its compounds,nitrometer
Riddle-me-ree,Nonsense language,"ritle,me,re"
Grandguard,Armour for left side of body to protect from lance strike while jousting,krantkuart
Nolition,Adverse action of will; unwillingness,nolixion
Ionosonde,Device for recording information about the ionosphere using echoes,ionosonte
Oology,Study of eggs,oloj
Withoutside,On the exterior of,withoutsite
Quintessence,The most essential part or embodiment of something,kuintesense
Uvala,Irregular depression in a karst terrain,ufala
Phrenic,Of or near the midriff,frenik
Xylophilous,Fond of wood; living in or on wood,slofilous
Indehiscent,Not opening when mature,intehissent
Zwitterion,Ion carrying both a positive and negative charge,switerion
Uintathere,Extinct Pleistocene hoofed herbivore,uintathere
Chlamydate,Having a mantle or hood,shlamtate
Poroplastic,Both porous and plastic,poroplastik
Cercopithecan,"Of, like or pertaining to long-tailed monkeys",serkopithekan
Isochor,Line connecting points of varying conditions under constant volume,isokshor
Architecuralization,Adaptation of non-architectural entities for architectural purposes,arkshitekuralisaxion
Uranomancy,Divination by studying the heavens,uranomans
Repetend,"Figures, words, notes or numbers that are repeated",repetent
Qiviut,Wool of the undercoat of a musk-ox,kifiut
Emmew,To confine or mew up,eme
Ginnel,Narrow alley between high buildings,jinel
Hebephrenia,Form of dementia occurring at puberty,hebefrenia
Saxatile,Rock-dwelling,saksatile
Zho,Cross between a yak and a cow,sho
Reduit,Inner fortified retreat for a garrison,retuit
Enoptromancy,Divination using mirrors,enoptromans
Canterbury,Stand with divisions for holding books or music,kanterbur
Reticulate,Divide or be divided into a network,retikulate
Limivorous,Eating mud,limiforous
Trichoschisis,Splitting of hair,trikshoskhisis
Deaconing,Act of putting best looking goods on top of pile,teakonink
Graviloquence,Grave speech,krafilokuense
Pagophagia,Eating trays of ice to help offset iron deficiency,pakofajia
Douanier,Customs official,touanier
Caesious,Bluish or greyish green,kaeksious
Smectic,Purifying; cleansing,smektik
Runology,Study of runes,runoloj
Glossoid,Like a tongue,klosoit
Tactometer,Instrument measuring sense of touch,taktometer
Bardel,Pack saddle,bartel
Chaplet,Circlet or wreath for the head; short string of prayer beads,shaplet
Bathos,Appearance of the commonplace in elevated matter for rhetorical effect,bathos
Epenthesis,Insertion of extra sound into a word,epenthesis
Rheum,Watery discharge from eyes and nose,rheum
Omphalos,The navel; a boss; a centre,omfalos
Allemande,Courtly baroque dance in which the arms are interlaced,alemante
Nidificate,To construct a nest,nitifikate
Protozeugma,Zeugma in which word referring to two clauses is placed before both of them,protoseukma
Nebris,Skin of a fawn worn as a garment in antiquity,nebris
Kraurosis,Shrivelling of the skin,kraurosis
Cruet,"Vessel used in religious ceremonies, especially to hold the Eucharist",kruet
Morphallaxis,Regeneration in a changed form,morfalaksis
Beaupers,Linen fabric used for flags,beaupers
Figurehead,Ornament or (usually female) bust attached to the bow of a ship,fikureheat
Simpliciter,Simply; not relatively; unconditionally,simplisiter
Quich,To stir; to move,kuiksh
Seismology,Study of earthquakes,seismoloj
Bezique,Card game played with two decks of cards,besikue
Lignify,To make woody; to turn into wood,liknif
Popinjay,Conceited person,popinja
Demisang,Half-breed; hybrid,temisank
Uniparous,Producing only one offspring at birth,uniparous
Xenodiagnosis,Diagnosis of disease by allowing laboratory-bred diseases to affect material,senoxiaknosis
Cabrilla,Atlantic sea bass,kabrila
Quadrireme,Ancient ship with four sets of oars,kuatrireme
Guerite,Chair with raised back forming a hood,kuerite
Tarlatan,Thin sheer stiff cotton,tarlatan
Quippery,The act or art of making quips,kuiper
Vernalize,To make springlike; to freshen,fernalise
Pulchritude,Beauty,pulkshritute
Isovol,Line connecting points of equal ratio of fixed to volatile carbon in coal,isofol
Ocellus,Small eye or eye-like coloured spot,oselus
Roentgenography,Imagery or examination using X-rays,roentjenokraf
Banquette,Raised way or footway above a parapet,bankuete
Binaural,"Of, pertaining to or heard by both ears",binaural
Ushabti,Figurine of deceased person placed in Egyptian tomb,ukshabti
Dithyrambic,Passionate; ecstatic; frenzied,tithrambik
Necrogenic,Deriving from dead animals,nekrojenik
Mien,Air or look; manner,mien
Ullagone,Cry of lamentation; funeral lament,ulakone
Vitellus,Yolk of an egg,fitelus
Fub,To put off; to fob,fub
Yardang,Ridge formed by wind erosion parallel to prevailing winds,yartank
Triskaidekaphobia,Fear of the number thirteen,triskaitekafobia
Steven,Outcry; loud call,stefen
Occlusion,"Closing of an opening, passage or cavity",okkluksion
Lasting,Sturdy cotton or worsted cloth,lastink
Moulinet,Machine for bending a crossbow,moulinet
Woggle,Ring of leather or plastic used to thread neckerchief,wokle
Rodomontade,Bluster; boasting; bragging speech,rotomontate
Subrident,Smiling,subritent
Theatromania,Craze for going to plays,theatromania
Discarnate,Disembodied; separated from the body,tiskarnate
Whipstaff,Vertical lever controlling ship's rudder,wipstaf
Zoarium,Supporting structure for a polyp colony,soarium
Instanter,At once,instanter
Volant,"Flying; able to fly; of a heraldic bird, with wings extended",folant
Pseudologue,Pathological liar,pseutolokue
Buck-and-wing,Solo tap dance with many leg flings and leaps,"buk,ant,wink"
Isocost,Line connecting points of equal cost,isokost
Balletomania,Abnormal fondness for ballet,baletomania
Vendee,Purchaser,fente
Rheology,Science of the deformation or flow of matter,rheoloj
Berceuse,Lullaby,berseuse
Outroop,Auction,outrop
Jazzbo,Slapstick comedy,jasbo
Ziti,Pasta shaped like large macaroni,siti
Furnicular,Hanging from a rope or cable,furnikular
Fouter,To mess about with aimlessly,fouter
Nummary,"Of, like or pertaining to coins or money",numar
Viaticum,Money or provisions for journey; Eucharist for a dying person,fiatikum
Gastrosopher,A person skilled in matters of eating,kastrosofer
Claptrap,Showy language designed to gain praise; nonsense,klaptrap
Macropicide,Killer of kangaroos,makropisite
Waywiser,Instrument for measuring distance travelled,wawiser
Thionic,"Of, like or pertaining to or containing sulphur",thionik
Sordor,Refuse; foul matter,sortor
Etypical,Unconformable to type,etpikal
Quadringenarious,Containing four hundred of something,kuatrinjenarious
Viviparous,Producing live young,fifiparous
Dormer,Gabled window,tormer
Photopsia,Appearance of light flashes due to retinal irritation,fotopksia
Buccan,Metal frame on which meat is dried and/or roasted,bukkan
Imprimis,In the first place,imprimis
Genitive,"Indicating possession, origin or relation",jenitife
Panjandrum,Imaginary potentate of great power and self-importance,panjantrum
Xanthous,Yellow or red-haired,santhous
Irriguous,Watered; wet; irrigating,irikuous
Psychofugal,Proceeding outward from a mental state,pskshofukal
Iteration,Repetition,iteraxion
Vinolent,Addicted to wine,finolent
Jazzetry,Poetry read to jazz accompaniment,jasetr
Ethonomics,Study of economic and ethical principles of a society,ethonomiks
Spandrel,Space between curve of an arch and mouldings,spantrel
Narcose,Experiencing a hallucinogenic stupor,narkose
Monoousian,Having the same substance,monouksian
Hogmanay,Gift or cake made on New Year's Eve,hokmana
Kindergraph,Photograph of a child,kinterkraf
Calathiform,Cup-shaped,kalathiform
Dulcian,A small early bassoon,tulksian
Parachronism,Representation of something as being newer than it is,parakshronism
Ripieno,Supplementary or reinforcing music,ripieno
Barbiton,Lute or lyre with many strings,barbiton
Emphractic,Stopping the pores of the skin,emfraktik
Huggery,The action of hugging,hujer
Negociant,Wine merchant,nekoksiant
Vernix,Greasy substance covering infant at its birth,ferniks
